id,kategori,deger,aciklama
119117,A,375,Yok
119118,A,352,Yok
119119,D,140,Yok
119120,B,494,Yok
119121,B,373,Yok
119122,A,194,Yok
119123,A,289,Yok
119124,C,14,Yok
119125,A,373,Yok
119126,A,75,Yok
119127,A,328,Yok
119128,A,488,Yok
119129,C,433,Yok
119130,C,423,Yok
119131,C,292,Yok
119132,D,240,Yok
119133,A,402,Yok
119134,C,50,Yok
119135,D,166,Yok
119136,D,110,Yok
119137,B,194,Yok
119138,C,88,Yok
119139,A,383,Yok
119140,A,456,Yok
119141,B,423,Yok
119142,D,249,Yok
119143,C,32,Yok
119144,B,373,Yok
119145,A,187,Yok
119146,D,414,Yok
119147,D,191,Yok
119148,C,440,Yok
119149,C,92,Yok
119150,C,343,Yok
119151,B,267,Yok
119152,A,199,Yok
119153,C,131,Yok
119154,B,212,Yok
119155,B,361,Yok
119156,C,390,Yok
119157,B,322,Yok
119158,A,185,Yok
119159,C,146,Yok
119160,B,39,Yok
119161,B,107,Yok
119162,C,171,Yok
119163,B,171,Yok
119164,A,368,Yok
119165,B,75,Yok
119166,D,468,Yok
119167,A,216,Yok
119168,C,47,Yok
119169,C,446,Yok
119170,B,256,Yok
119171,D,194,Yok
119172,A,354,Yok
119173,B,260,Yok
119174,A,237,Yok
119175,C,33,Yok
119176,C,24,Yok
119177,D,329,Yok
119178,C,472,Yok
119179,D,487,Yok
119180,C,359,Yok
119181,A,58,Yok
119182,A,249,Yok
119183,B,204,Yok
119184,B,139,Yok
119185,B,482,Yok
119186,B,272,Yok
119187,B,173,Yok
119188,B,124,Yok
119189,D,228,Yok
119190,D,144,Yok
119191,C,82,Yok
119192,D,131,Yok
119193,A,334,Yok
119194,D,377,Yok
119195,B,359,Yok
119196,D,128,Yok
119197,A,346,Yok
119198,C,114,Yok
119199,D,485,Yok
119200,A,339,Yok
119201,D,268,Yok
119202,C,192,Yok
119203,D,63,Yok
119204,A,468,Yok
119205,C,226,Yok
119206,C,81,Yok
119207,C,421,Yok
119208,C,376,Yok
119209,B,193,Yok
119210,B,278,Yok
119211,D,137,Yok
119212,D,95,Yok
119213,C,14,Yok
119214,A,127,Yok
119215,A,362,Yok
119216,B,499,Yok
119217,A,43,Yok
119218,C,255,Yok
119219,D,462,Yok
119220,D,489,Yok
119221,C,86,Yok
119222,A,234,Yok
119223,B,143,Yok
119224,B,117,Yok
119225,D,139,Yok
119226,A,317,Yok
119227,B,152,Yok
119228,A,242,Yok
119229,A,175,Yok
119230,B,364,Yok
119231,D,434,Yok
119232,A,74,Yok
119233,B,252,Yok
119234,C,430,Yok
119235,C,204,Yok
119236,D,303,Yok
119237,B,238,Yok
119238,A,19,Yok
119239,C,363,Yok
119240,A,65,Yok
119241,C,107,Yok
119242,B,323,Yok
119243,A,275,Yok
119244,D,59,Yok
119245,B,137,Yok
119246,A,351,Yok
119247,C,124,Yok
119248,B,235,Yok
119249,D,491,Yok
119250,C,434,Yok
119251,A,407,Yok
119252,A,482,Yok
119253,B,480,Yok
119254,D,370,Yok
119255,C,331,Yok
119256,B,427,Yok
119257,D,364,Yok
119258,C,323,Yok
119259,D,33,Yok
119260,D,89,Yok
119261,C,478,Yok
119262,A,90,Yok
119263,A,105,Yok
119264,D,407,Yok
119265,D,357,Yok
119266,B,234,Yok
119267,A,208,Yok
119268,A,456,Yok
119269,D,407,Yok
119270,B,15,Yok
119271,B,20,Yok
119272,B,420,Yok
119273,C,319,Yok
119274,C,99,Yok
119275,C,446,Yok
119276,B,235,Yok
119277,A,290,Yok
119278,C,429,Yok
119279,D,411,Yok
119280,D,101,Yok
119281,D,321,Yok
119282,A,19,Yok
119283,C,365,Yok
119284,A,444,Yok
119285,C,252,Yok
119286,D,243,Yok
119287,D,259,Yok
119288,A,47,Yok
119289,C,371,Yok
119290,D,120,Yok
119291,C,131,Yok
119292,C,210,Yok
119293,B,368,Yok
119294,C,30,Yok
119295,A,355,Yok
119296,D,364,Yok
119297,A,387,Yok
119298,C,426,Yok
119299,A,162,Yok
119300,D,460,Yok
119301,C,284,Yok
119302,A,213,Yok
119303,C,321,Yok
119304,C,359,Yok
119305,A,491,Yok
119306,C,441,Yok
119307,A,178,Yok
119308,D,189,Yok
119309,C,401,Yok
119310,A,499,Yok
119311,D,312,Yok
119312,B,215,Yok
119313,C,468,Yok
119314,D,118,Yok
119315,C,433,Yok
119316,C,54,Yok
119317,B,117,Yok
119318,D,326,Yok
119319,C,448,Yok
119320,D,81,Yok
119321,B,53,Yok
119322,D,412,Yok
119323,B,94,Yok
119324,D,348,Yok
119325,B,362,Yok
119326,D,264,Yok
119327,A,287,Yok
119328,A,498,Yok
119329,C,72,Yok
119330,B,385,Yok
119331,C,387,Yok
119332,A,396,Yok
119333,C,495,Yok
119334,D,338,Yok
119335,B,498,Yok
119336,B,360,Yok
119337,D,379,Yok
119338,B,185,Yok
119339,B,164,Yok
119340,C,413,Yok
119341,B,187,Yok
119342,A,148,Yok
119343,D,238,Yok
119344,B,282,Yok
119345,A,443,Yok
119346,D,165,Yok
119347,C,59,Yok
119348,C,396,Yok
119349,C,204,Yok
119350,C,479,Yok
119351,A,281,Yok
119352,A,403,Yok
119353,B,319,Yok
119354,B,75,Yok
119355,C,442,Yok
119356,D,183,Yok
119357,D,118,Yok
119358,C,469,Yok
119359,A,109,Yok
119360,A,193,Yok
119361,C,279,Yok
119362,C,242,Yok
119363,A,25,Yok
119364,A,84,Yok
119365,A,264,Yok
119366,C,391,Yok
119367,A,48,Yok
119368,D,197,Yok
119369,A,50,Yok
119370,B,160,Yok
119371,A,294,Yok
119372,B,20,Yok
119373,D,147,Yok
119374,B,494,Yok
119375,C,201,Yok
119376,C,281,Yok
119377,C,280,Yok
119378,D,449,Yok
119379,C,328,Yok
119380,A,34,Yok
119381,D,427,Yok
119382,D,77,Yok
119383,A,213,Yok
119384,A,89,Yok
119385,B,351,Yok
119386,C,67,Yok
119387,A,271,Yok
119388,D,42,Yok
119389,D,156,Yok
119390,A,280,Yok
119391,C,357,Yok
119392,B,345,Yok
119393,B,176,Yok
119394,C,382,Yok
119395,C,309,Yok
119396,D,125,Yok
119397,A,325,Yok
119398,B,55,Yok
119399,C,80,Yok
119400,D,374,Yok
119401,B,354,Yok
119402,D,429,Yok
119403,D,213,Yok
119404,B,427,Yok
119405,D,237,Yok
119406,A,133,Yok
119407,D,76,Yok
119408,A,451,Yok
119409,C,498,Yok
119410,B,377,Yok
119411,D,277,Yok
119412,A,178,Yok
119413,D,263,Yok
119414,D,376,Yok
119415,A,285,Yok
119416,D,162,Yok
119417,B,358,Yok
119418,B,103,Yok
119419,B,229,Yok
119420,B,156,Yok
119421,A,58,Yok
119422,D,395,Yok
119423,A,30,Yok
119424,D,388,Yok
119425,C,456,Yok
119426,D,406,Yok
119427,D,57,Yok
119428,B,134,Yok
119429,D,434,Yok
119430,C,471,Yok
119431,A,168,Yok
119432,B,218,Yok
119433,C,341,Yok
119434,C,374,Yok
119435,C,381,Yok
119436,A,89,Yok
119437,A,160,Yok
119438,C,345,Yok
119439,A,478,Yok
119440,D,54,Yok
119441,D,175,Yok
119442,A,117,Yok
119443,C,212,Yok
119444,C,277,Yok
119445,B,355,Yok
119446,C,227,Yok
119447,B,491,Yok
119448,B,409,Yok
119449,C,280,Yok
119450,A,79,Yok
119451,B,147,Yok
119452,B,377,Yok
119453,B,311,Yok
119454,A,348,Yok
119455,A,143,Yok
119456,B,107,Yok
119457,A,20,Yok
119458,B,396,Yok
119459,B,405,Yok
119460,D,298,Yok
119461,A,168,Yok
119462,D,433,Yok
119463,D,448,Yok
119464,C,163,Yok
119465,B,490,Yok
119466,B,115,Yok
119467,B,82,Yok
119468,B,242,Yok
119469,D,380,Yok
119470,D,487,Yok
119471,D,16,Yok
119472,D,275,Yok
119473,B,177,Yok
119474,A,283,Yok
119475,A,435,Yok
119476,B,346,Yok
119477,A,293,Yok
119478,C,400,Yok
119479,C,291,Yok
119480,A,23,Yok
119481,A,76,Yok
119482,D,121,Yok
119483,B,42,Yok
119484,B,145,Yok
119485,C,362,Yok
119486,A,176,Yok
119487,A,436,Yok
119488,C,422,Yok
119489,C,273,Yok
119490,D,430,Yok
119491,D,289,Yok
119492,A,125,Yok
119493,C,151,Yok
119494,A,262,Yok
119495,C,342,Yok
119496,C,378,Yok
119497,C,463,Yok
119498,B,310,Yok
119499,B,336,Yok
119500,B,117,Yok
119501,D,375,Yok
119502,D,350,Yok
119503,C,204,Yok
119504,B,47,Yok
119505,C,351,Yok
119506,B,470,Yok
119507,D,189,Yok
119508,D,323,Yok
119509,A,301,Yok
119510,C,40,Yok
119511,D,38,Yok
119512,B,151,Yok
119513,D,130,Yok
119514,B,50,Yok
119515,C,407,Yok
119516,C,188,Yok
119517,C,322,Yok
119518,D,14,Yok
119519,D,267,Yok
119520,C,91,Yok
119521,D,26,Yok
119522,C,254,Yok
119523,C,385,Yok
119524,C,199,Yok
119525,A,194,Yok
119526,B,305,Yok
119527,A,399,Yok
119528,C,485,Yok
119529,D,412,Yok
119530,D,357,Yok
119531,A,313,Yok
119532,C,419,Yok
119533,B,333,Yok
119534,B,376,Yok
119535,D,312,Yok
119536,B,233,Yok
119537,A,345,Yok
119538,D,15,Yok
119539,B,251,Yok
119540,C,156,Yok
119541,B,25,Yok
119542,A,249,Yok
119543,B,352,Yok
119544,B,252,Yok
119545,A,49,Yok
119546,A,496,Yok
119547,A,403,Yok
119548,C,414,Yok
119549,B,474,Yok
119550,C,132,Yok
119551,C,92,Yok
119552,A,242,Yok
119553,D,164,Yok
119554,C,28,Yok
119555,B,151,Yok
119556,A,134,Yok
119557,C,448,Yok
119558,B,333,Yok
119559,B,229,Yok
119560,B,466,Yok
119561,C,427,Yok
119562,A,417,Yok
119563,A,185,Yok
119564,D,481,Yok
119565,B,336,Yok
119566,A,128,Yok
119567,D,354,Yok
119568,D,252,Yok
119569,A,112,Yok
119570,A,301,Yok
119571,A,347,Yok
119572,C,453,Yok
119573,A,18,Yok
119574,A,411,Yok
119575,C,246,Yok
119576,A,418,Yok
119577,A,452,Yok
119578,A,454,Yok
119579,B,373,Yok
119580,C,472,Yok
119581,A,80,Yok
119582,C,368,Yok
119583,D,401,Yok
119584,D,272,Yok
119585,C,409,Yok
119586,A,96,Yok
119587,C,59,Yok
119588,B,241,Yok
119589,D,473,Yok
119590,C,430,Yok
119591,A,44,Yok
119592,A,221,Yok
119593,D,121,Yok
119594,B,418,Yok
119595,D,181,Yok
119596,A,443,Yok
119597,B,473,Yok
119598,C,263,Yok
119599,D,353,Yok
119600,C,112,Yok
119601,C,236,Yok
119602,A,113,Yok
119603,A,380,Yok
119604,B,461,Yok
119605,C,278,Yok
119606,B,246,Yok
119607,B,217,Yok
119608,D,342,Yok
119609,D,140,Yok
119610,A,338,Yok
119611,C,372,Yok
119612,B,480,Yok
119613,C,289,Yok
119614,A,68,Yok
119615,C,64,Yok
119616,B,31,Yok
119617,B,37,Yok
119618,C,237,Yok
119619,C,345,Yok
119620,C,182,Yok
119621,B,164,Yok
119622,B,308,Yok
119623,D,179,Yok
119624,B,125,Yok
119625,C,280,Yok
119626,B,35,Yok
119627,C,308,Yok
119628,B,193,Yok
119629,B,303,Yok
119630,C,330,Yok
119631,A,151,Yok
119632,D,495,Yok
119633,B,351,Yok
119634,A,471,Yok
119635,B,415,Yok
119636,B,384,Yok
119637,B,111,Yok
119638,C,283,Yok
119639,B,341,Yok
119640,A,63,Yok
119641,B,452,Yok
119642,B,227,Yok
119643,B,48,Yok
119644,C,391,Yok
119645,C,261,Yok
119646,A,20,Yok
119647,C,52,Yok
119648,B,299,Yok
119649,C,144,Yok
119650,D,491,Yok
119651,C,33,Yok
119652,B,485,Yok
119653,B,490,Yok
119654,D,363,Yok
119655,C,237,Yok
119656,B,404,Yok
119657,C,429,Yok
119658,C,75,Yok
119659,B,310,Yok
119660,A,11,Yok
119661,C,29,Yok
119662,D,367,Yok
119663,A,64,Yok
119664,A,174,Yok
119665,C,72,Yok
119666,D,209,Yok
119667,C,299,Yok
119668,B,426,Yok
119669,B,144,Yok
119670,A,14,Yok
119671,D,233,Yok
119672,D,205,Yok
119673,A,454,Yok
119674,C,270,Yok
119675,C,477,Yok
119676,B,10,Yok
119677,C,81,Yok
119678,C,181,Yok
119679,D,142,Yok
119680,A,81,Yok
119681,C,245,Yok
119682,A,276,Yok
119683,D,297,Yok
119684,A,321,Yok
119685,B,29,Yok
119686,B,450,Yok
119687,A,264,Yok
119688,C,176,Yok
119689,C,429,Yok
119690,C,196,Yok
119691,D,495,Yok
119692,A,292,Yok
119693,B,47,Yok
119694,C,366,Yok
119695,A,224,Yok
119696,D,37,Yok
119697,B,181,Yok
119698,D,338,Yok
119699,C,205,Yok
119700,A,59,Yok
119701,A,137,Yok
119702,D,156,Yok
119703,B,194,Yok
119704,B,335,Yok
119705,D,417,Yok
119706,C,34,Yok
119707,B,271,Yok
119708,A,470,Yok
119709,D,309,Yok
119710,C,325,Yok
119711,A,381,Yok
119712,A,175,Yok
119713,A,174,Yok
119714,A,353,Yok
119715,C,224,Yok
119716,A,325,Yok
119717,D,125,Yok
119718,D,308,Yok
119719,D,426,Yok
119720,B,429,Yok
119721,D,259,Yok
119722,D,227,Yok
119723,A,451,Yok
119724,A,36,Yok
119725,C,491,Yok
119726,C,67,Yok
119727,D,238,Yok
119728,D,33,Yok
119729,C,35,Yok
119730,B,15,Yok
119731,D,229,Yok
119732,D,320,Yok
119733,A,263,Yok
119734,A,271,Yok
119735,D,129,Yok
119736,B,49,Yok
119737,B,394,Yok
119738,C,456,Yok
119739,B,178,Yok
119740,B,99,Yok
119741,C,61,Yok
119742,B,375,Yok
119743,C,320,Yok
119744,A,235,Yok
119745,C,354,Yok
119746,D,115,Yok
119747,B,259,Yok
119748,B,490,Yok
119749,C,427,Yok
119750,D,166,Yok
119751,B,382,Yok
119752,A,258,Yok
119753,C,414,Yok
119754,D,389,Yok
119755,C,17,Yok
119756,B,379,Yok
119757,B,389,Yok
119758,B,22,Yok
119759,C,242,Yok
119760,D,248,Yok
119761,C,48,Yok
119762,B,326,Yok
119763,C,40,Yok
119764,A,326,Yok
119765,D,203,Yok
119766,B,126,Yok
119767,C,409,Yok
119768,A,36,Yok
119769,B,317,Yok
119770,C,26,Yok
119771,B,70,Yok
119772,D,309,Yok
119773,B,323,Yok
119774,B,21,Yok
119775,D,256,Yok
119776,C,33,Yok
119777,A,169,Yok
119778,A,159,Yok
119779,D,82,Yok
119780,B,425,Yok
119781,C,219,Yok
119782,C,416,Yok
119783,D,495,Yok
119784,C,386,Yok
119785,A,153,Yok
119786,C,37,Yok
119787,B,25,Yok
119788,C,60,Yok
119789,D,332,Yok
119790,D,11,Yok
119791,A,239,Yok
119792,A,293,Yok
119793,A,311,Yok
119794,A,495,Yok
119795,C,79,Yok
119796,C,131,Yok
119797,D,193,Yok
119798,D,185,Yok
119799,A,455,Yok
119800,C,477,Yok
119801,B,455,Yok
119802,A,103,Yok
119803,A,489,Yok
119804,C,463,Yok
119805,B,328,Yok
119806,A,313,Yok
119807,B,71,Yok
119808,D,62,Yok
119809,D,430,Yok
119810,A,290,Yok
119811,C,136,Yok
119812,A,265,Yok
119813,C,146,Yok
119814,B,468,Yok
119815,C,239,Yok
119816,C,159,Yok
119817,A,377,Yok
119818,A,106,Yok
119819,D,257,Yok
119820,B,56,Yok
119821,D,231,Yok
119822,B,481,Yok
119823,D,473,Yok
119824,B,84,Yok
119825,C,80,Yok
119826,C,402,Yok
119827,D,154,Yok
119828,D,314,Yok
119829,D,85,Yok
119830,A,483,Yok
119831,B,210,Yok
119832,D,141,Yok
119833,A,178,Yok
119834,D,328,Yok
119835,A,152,Yok
119836,D,161,Yok
119837,C,334,Yok
119838,A,292,Yok
119839,C,87,Yok
119840,A,294,Yok
119841,B,276,Yok
119842,B,302,Yok
119843,A,231,Yok
119844,D,218,Yok
119845,A,251,Yok
119846,B,372,Yok
119847,B,347,Yok
119848,C,426,Yok
119849,B,107,Yok
119850,D,162,Yok
119851,C,52,Yok
119852,B,11,Yok
119853,A,97,Yok
119854,A,182,Yok
119855,B,143,Yok
119856,D,176,Yok
119857,A,365,Yok
119858,C,460,Yok
119859,D,336,Yok
119860,C,385,Yok
119861,C,95,Yok
119862,B,103,Yok
119863,C,85,Yok
119864,A,54,Yok
119865,D,426,Yok
119866,C,210,Yok
119867,B,292,Yok
119868,C,463,Yok
119869,A,286,Yok
119870,D,116,Yok
119871,A,71,Yok
119872,B,306,Yok
119873,C,135,Yok
119874,A,153,Yok
119875,B,243,Yok
119876,B,285,Yok
119877,B,268,Yok
119878,B,409,Yok
119879,D,113,Yok
119880,B,213,Yok
119881,B,475,Yok
119882,A,482,Yok
119883,C,494,Yok
119884,B,155,Yok
119885,C,97,Yok
119886,D,157,Yok
119887,B,167,Yok
119888,A,99,Yok
119889,A,281,Yok
119890,C,33,Yok
119891,D,138,Yok
119892,D,176,Yok
119893,B,305,Yok
119894,C,83,Yok
119895,B,251,Yok
119896,D,44,Yok
119897,B,456,Yok
119898,B,302,Yok
119899,B,384,Yok
119900,B,150,Yok
119901,B,206,Yok
119902,A,441,Yok
119903,A,354,Yok
119904,B,189,Yok
119905,D,109,Yok
119906,C,73,Yok
119907,C,145,Yok
119908,D,131,Yok
119909,A,368,Yok
119910,C,23,Yok
119911,D,118,Yok
119912,B,196,Yok
119913,D,397,Yok
119914,B,368,Yok
119915,B,406,Yok
119916,B,257,Yok
119917,B,267,Yok
119918,D,344,Yok
119919,C,90,Yok
119920,C,164,Yok
119921,B,304,Yok
119922,B,154,Yok
119923,C,330,Yok
119924,D,386,Yok
119925,C,391,Yok
119926,B,463,Yok
119927,C,415,Yok
119928,B,140,Yok
119929,D,285,Yok
119930,A,156,Yok
119931,B,499,Yok
119932,C,154,Yok
119933,A,256,Yok
119934,C,13,Yok
119935,C,135,Yok
119936,C,45,Yok
119937,A,273,Yok
119938,B,119,Yok
119939,A,76,Yok
119940,A,221,Yok
119941,A,137,Yok
119942,D,38,Yok
119943,D,257,Yok
119944,A,400,Yok
119945,A,89,Yok
119946,B,252,Yok
119947,D,212,Yok
119948,B,51,Yok
119949,C,400,Yok
119950,C,126,Yok
119951,C,264,Yok
119952,D,274,Yok
119953,C,291,Yok
119954,D,106,Yok
119955,D,249,Yok
119956,B,155,Yok
119957,C,145,Yok
119958,B,226,Yok
119959,C,294,Yok
119960,A,303,Yok
119961,B,493,Yok
119962,D,418,Yok
119963,B,464,Yok
119964,C,60,Yok
119965,D,28,Yok
119966,D,402,Yok
119967,D,280,Yok
119968,C,130,Yok
119969,A,80,Yok
119970,A,277,Yok
119971,B,214,Yok
119972,D,28,Yok
119973,C,175,Yok
119974,B,310,Yok
119975,C,180,Yok
119976,B,448,Yok
119977,B,490,Yok
119978,C,327,Yok
119979,C,240,Yok
119980,A,69,Yok
119981,C,93,Yok
119982,B,497,Yok
119983,D,139,Yok
119984,C,49,Yok
119985,C,391,Yok
119986,D,375,Yok
119987,A,342,Yok
119988,D,112,Yok
119989,D,234,Yok
119990,C,302,Yok
119991,A,211,Yok
119992,A,481,Yok
119993,D,186,Yok
119994,B,127,Yok
119995,B,307,Yok
119996,B,308,Yok
119997,C,483,Yok
119998,C,360,Yok
119999,B,199,Yok
120000,D,84,Yok
120001,C,67,Yok
120002,A,214,Yok
120003,D,238,Yok
120004,B,179,Yok
120005,C,215,Yok
120006,C,133,Yok
120007,A,31,Yok
120008,B,270,Yok
120009,B,44,Yok
120010,C,379,Yok
120011,B,452,Yok
120012,A,52,Yok
120013,D,196,Yok
120014,B,110,Yok
120015,A,392,Yok
120016,C,307,Yok
120017,D,339,Yok
120018,A,243,Yok
120019,D,436,Yok
120020,D,261,Yok
120021,C,101,Yok
120022,C,498,Yok
120023,A,98,Yok
120024,A,470,Yok
120025,A,189,Yok
120026,D,164,Yok
120027,C,434,Yok
120028,D,22,Yok
120029,B,489,Yok
120030,C,101,Yok
120031,A,324,Yok
120032,D,420,Yok
120033,C,471,Yok
120034,A,372,Yok
120035,A,485,Yok
120036,B,210,Yok
120037,C,205,Yok
120038,A,10,Yok
120039,D,170,Yok
120040,C,309,Yok
120041,B,163,Yok
120042,A,256,Yok
120043,A,257,Yok
120044,C,253,Yok
120045,C,458,Yok
120046,C,14,Yok
120047,B,447,Yok
120048,D,118,Yok
120049,B,246,Yok
120050,A,103,Yok
120051,C,365,Yok
120052,D,311,Yok
120053,B,34,Yok
120054,C,67,Yok
120055,C,250,Yok
120056,B,365,Yok
120057,D,295,Yok
120058,C,39,Yok
120059,A,307,Yok
120060,A,373,Yok
120061,C,198,Yok
120062,B,104,Yok
120063,D,240,Yok
120064,C,331,Yok
120065,A,425,Yok
120066,D,19,Yok
120067,D,200,Yok
120068,C,403,Yok
120069,B,382,Yok
120070,B,155,Yok
120071,B,173,Yok
120072,D,301,Yok
120073,B,354,Yok
120074,A,420,Yok
120075,C,270,Yok
120076,A,99,Yok
120077,B,118,Yok
120078,C,46,Yok
120079,C,315,Yok
120080,B,460,Yok
120081,C,167,Yok
120082,B,384,Yok
120083,C,117,Yok
120084,B,30,Yok
120085,A,307,Yok
120086,C,331,Yok
120087,D,153,Yok
120088,A,230,Yok
120089,D,143,Yok
120090,A,421,Yok
120091,A,341,Yok
120092,A,137,Yok
120093,D,200,Yok
120094,A,103,Yok
120095,C,175,Yok
120096,C,412,Yok
120097,C,462,Yok
120098,A,443,Yok
120099,B,229,Yok
120100,B,174,Yok
120101,C,388,Yok
120102,A,485,Yok
120103,D,459,Yok
120104,D,139,Yok
120105,C,453,Yok
120106,A,10,Yok
120107,D,173,Yok
120108,D,497,Yok
120109,D,284,Yok
120110,B,59,Yok
120111,B,496,Yok
120112,D,311,Yok
120113,A,189,Yok
120114,D,172,Yok
120115,D,373,Yok
120116,B,15,Yok
120117,A,165,Yok
120118,C,106,Yok
120119,A,165,Yok
120120,A,85,Yok
120121,B,396,Yok
120122,A,265,Yok
120123,B,443,Yok
120124,A,174,Yok
120125,B,406,Yok
120126,A,42,Yok
120127,A,318,Yok
120128,A,453,Yok
120129,A,444,Yok
120130,C,127,Yok
120131,C,253,Yok
120132,B,153,Yok
120133,C,375,Yok
120134,D,152,Yok
120135,C,496,Yok
120136,B,465,Yok
120137,D,405,Yok
120138,C,413,Yok
120139,D,204,Yok
120140,D,82,Yok
120141,D,19,Yok
120142,B,336,Yok
120143,C,387,Yok
120144,B,147,Yok
120145,B,374,Yok
120146,C,95,Yok
120147,B,140,Yok
120148,A,372,Yok
120149,C,284,Yok
120150,A,455,Yok
120151,C,353,Yok
120152,C,32,Yok
120153,B,353,Yok
120154,B,264,Yok
120155,B,400,Yok
120156,D,395,Yok
120157,C,13,Yok
120158,D,368,Yok
120159,B,464,Yok
120160,A,237,Yok
120161,A,260,Yok
120162,C,64,Yok
120163,D,473,Yok
120164,C,255,Yok
120165,B,241,Yok
120166,D,35,Yok
120167,A,448,Yok
120168,B,108,Yok
120169,B,75,Yok
120170,B,417,Yok
120171,D,437,Yok
120172,B,437,Yok
120173,A,334,Yok
120174,B,218,Yok
120175,D,127,Yok
120176,D,43,Yok
120177,A,41,Yok
120178,D,95,Yok
120179,A,448,Yok
120180,C,242,Yok
120181,B,195,Yok
120182,C,408,Yok
120183,C,284,Yok
120184,C,151,Yok
120185,A,75,Yok
120186,B,182,Yok
120187,C,346,Yok
120188,A,219,Yok
120189,D,492,Yok
120190,C,272,Yok
120191,A,57,Yok
120192,A,407,Yok
120193,A,389,Yok
120194,A,291,Yok
120195,B,213,Yok
120196,D,258,Yok
120197,A,250,Yok
120198,C,432,Yok
120199,D,410,Yok
120200,B,151,Yok
120201,C,141,Yok
120202,D,342,Yok
120203,D,103,Yok
120204,B,127,Yok
120205,C,256,Yok
120206,C,256,Yok
120207,A,391,Yok
120208,D,26,Yok
120209,C,180,Yok
120210,B,375,Yok
120211,C,298,Yok
120212,A,412,Yok
120213,D,80,Yok
120214,A,462,Yok
120215,B,320,Yok
120216,C,212,Yok
120217,A,391,Yok
120218,B,379,Yok
120219,B,383,Yok
120220,A,481,Yok
120221,B,213,Yok
120222,C,398,Yok
120223,C,58,Yok
120224,C,433,Yok
120225,B,379,Yok
120226,B,268,Yok
120227,C,343,Yok
120228,C,487,Yok
120229,D,65,Yok
120230,A,296,Yok
120231,C,59,Yok
120232,B,302,Yok
120233,A,225,Yok
120234,B,347,Yok
120235,B,302,Yok
120236,D,290,Yok
120237,C,131,Yok
120238,D,473,Yok
120239,A,34,Yok
120240,B,326,Yok
120241,B,72,Yok
120242,C,117,Yok
120243,B,130,Yok
120244,B,438,Yok
120245,D,452,Yok
120246,C,275,Yok
120247,C,47,Yok
120248,C,309,Yok
120249,B,300,Yok
120250,D,27,Yok
120251,A,34,Yok
120252,B,254,Yok
120253,D,486,Yok
120254,A,428,Yok
120255,B,213,Yok
120256,B,208,Yok
120257,A,189,Yok
120258,B,161,Yok
120259,B,302,Yok
120260,B,482,Yok
120261,D,412,Yok
120262,D,428,Yok
120263,B,439,Yok
120264,D,233,Yok
120265,B,374,Yok
120266,D,446,Yok
120267,D,63,Yok
120268,D,188,Yok
120269,A,265,Yok
120270,B,212,Yok
120271,A,381,Yok
120272,D,221,Yok
120273,D,66,Yok
120274,B,321,Yok
120275,C,16,Yok
120276,B,393,Yok
120277,C,216,Yok
120278,D,476,Yok
120279,A,314,Yok
120280,B,390,Yok
120281,C,163,Yok
120282,C,221,Yok
120283,C,172,Yok
120284,B,481,Yok
120285,B,421,Yok
120286,C,190,Yok
120287,A,475,Yok
120288,C,248,Yok
120289,A,257,Yok
120290,B,38,Yok
120291,B,341,Yok
120292,B,95,Yok
120293,D,412,Yok
120294,A,359,Yok
120295,D,294,Yok
120296,B,332,Yok
120297,C,361,Yok
120298,C,214,Yok
120299,D,252,Yok
120300,C,274,Yok
120301,B,96,Yok
120302,D,472,Yok
120303,C,92,Yok
120304,D,185,Yok
120305,A,499,Yok
120306,D,320,Yok
120307,A,208,Yok
120308,A,309,Yok
120309,A,441,Yok
120310,C,418,Yok
120311,A,473,Yok
120312,C,303,Yok
120313,B,446,Yok
120314,C,158,Yok
120315,D,471,Yok
120316,C,93,Yok
120317,C,447,Yok
120318,C,61,Yok
120319,B,402,Yok
120320,C,250,Yok
120321,D,483,Yok
120322,D,121,Yok
120323,A,138,Yok
120324,C,350,Yok
120325,B,392,Yok
120326,A,463,Yok
120327,D,295,Yok
120328,A,211,Yok
120329,B,229,Yok
120330,D,28,Yok
120331,D,384,Yok
120332,C,434,Yok
120333,D,201,Yok
120334,D,196,Yok
120335,D,95,Yok
120336,C,288,Yok
120337,C,347,Yok
120338,D,253,Yok
120339,B,313,Yok
120340,B,37,Yok
120341,A,425,Yok
120342,D,130,Yok
120343,D,366,Yok
120344,C,31,Yok
120345,C,154,Yok
120346,B,192,Yok
120347,B,192,Yok
120348,A,130,Yok
120349,D,393,Yok
120350,C,105,Yok
120351,A,473,Yok
120352,A,52,Yok
120353,B,252,Yok
120354,D,391,Yok
120355,D,49,Yok
120356,C,261,Yok
120357,D,393,Yok
120358,A,161,Yok
120359,D,333,Yok
120360,D,422,Yok
120361,C,67,Yok
120362,B,492,Yok
120363,A,291,Yok
120364,C,130,Yok
120365,C,105,Yok
120366,D,191,Yok
120367,C,279,Yok
120368,B,159,Yok
120369,A,322,Yok
120370,A,397,Yok
120371,C,72,Yok
120372,A,61,Yok
120373,B,238,Yok
120374,C,312,Yok
120375,C,443,Yok
120376,B,252,Yok
120377,C,479,Yok
120378,A,62,Yok
120379,A,448,Yok
120380,B,178,Yok
120381,D,65,Yok
120382,D,288,Yok
120383,D,429,Yok
120384,B,201,Yok
120385,D,415,Yok
120386,A,362,Yok
120387,C,194,Yok
